Year,"Destination","Location","Female 0-4","Female 5-11","Female 5-17","Female 12-17","Female 18-59","Female 60+","F: Unknown","F_Total","Male 0-4","Male 5-11","Male 5-17","Male 12-17","Male 18-59","Male 60+","M: Unknown","M_Total","Overall total"
2014,Pakistan,"Basu Mera : Point",76,436,,476,1191,44,,2223,109,461,,553,1162,124,,2409,4632
2014,Pakistan,"Bizen Khel : Point",23,167,,146,310,15,,661,36,182,,182,354,35,,789,1450
2014,Pakistan,Chagai,*,18,,13,28,*,,62,*,25,,8,35,5,,76,138
2014,Pakistan,"Chakdara : Point",212,1449,,1024,2257,105,,5047,219,1536,,1091,2629,182,,5657,10704
2014,Pakistan,"Chichana : Point",95,387,,300,755,47,,1584,82,423,,319,1011,109,,1944,3528
2014,Pakistan,"Dabara : Point",30,187,,47,121,7,,392,42,273,,53,206,15,,589,981
2014,Pakistan,"Daraban : Point",*,13,,*,13,*,,29,*,6,,7,12,*,,26,55
2014,Pakistan,"Darsamand : Point",79,496,,344,902,86,,1907,101,518,,407,1011,127,,2164,4071
2014,Pakistan,"Doaba : Point",120,535,,454,1010,82,,2201,117,585,,473,1126,154,,2455,4656
2014,Pakistan,"Dodpa : Point",*,16,,24,38,*,,79,*,8,,19,60,*,,91,170
2014,Pakistan,"Domshivgar : Point",*,25,,16,38,*,,84,*,10,,19,37,*,,70,154
2014,Pakistan,"Gahzgai Minara : Point",22,170,,135,285,21,,633,28,173,,203,360,45,,809,1442
2014,Pakistan,"Gambila : Point",32,166,,124,256,22,,600,52,187,,136,331,41,,747,1347
2014,Pakistan,"Gamkol : Point",722,3806,,2803,6513,324,,14168,789,3791,,3051,7799,643,,16073,30241
2014,Pakistan,"Gandaf : Point",335,1566,,1122,2556,170,,5749,347,1644,,1268,2837,223,,6319,12068
2014,Pakistan,"Gandhi Khan Khel : Point",56,274,,230,457,25,,1042,80,312,,214,475,59,,1140,2182
2014,Pakistan,"Ghazi : Point",*,16,,9,28,*,,58,*,26,,11,33,*,,75,133
2014,Pakistan,"Ghiljo : Point",29,128,,56,173,9,,395,24,132,,67,177,21,,421,816
2014,Pakistan,"Ghulam Banda : Point",170,935,,687,1754,73,,3619,196,974,,821,1907,190,,4088,7707
2014,Pakistan,"Girdi Jungle : Point",317,2318,,1334,3076,482,,7527,359,2809,,1634,4315,732,,9849,17376
2014,Pakistan,"Ichrian : Point",114,517,,394,988,62,,2075,95,500,,386,1060,110,,2151,4226
2014,Pakistan,"Islamabad : Federal capital territory",1305,3505,,2980,7781,425,,15996,1453,3772,,3400,8943,844,,18412,34408
2014,Pakistan,"Jalala : Point",280,1695,,1170,2902,153,,6200,283,1738,,1305,3150,292,,6768,12968
2014,Pakistan,"Jalozai : Point",2732,3035,,1518,6677,304,,14266,3035,3946,,2428,6070,607,,16086,30352
2014,Pakistan,"Jerma : Point",26,115,,74,192,13,,420,33,129,,99,254,24,,539,959
2014,Pakistan,"Kababian : Point",268,1250,,922,2376,77,,4893,250,1341,,987,3389,184,,6151,11044
2014,Pakistan,"Kaghan : Point",38,249,,159,359,23,,828,41,261,,184,370,31,,887,1715
2014,Pakistan,"Kalkatak : Point",5,90,,67,154,5,,321,9,108,,76,214,8,,415,736
2014,Pakistan,"Karachi : District",28,63,,78,206,7,,382,34,59,,75,197,*,,369,751
2014,Pakistan,"Kata Kanri : Point",95,630,,440,953,89,,2207,99,664,,465,1145,114,,2487,4694
2014,Pakistan,"Kesu : Point",8,91,,54,166,5,,324,11,105,,96,182,15,,409,733
2014,Pakistan,"Khairabad : Point",392,1849,,1083,2499,169,,5992,392,1777,,1221,2638,293,,6321,12313
2014,Pakistan,"Khaki : Point",326,1823,,1337,3165,200,,6851,328,1849,,1425,3321,327,,7250,14101
2014,Pakistan,"Khazana : Point",125,764,,564,1262,69,,2784,139,738,,618,1505,127,,3127,5911
2014,Pakistan,"Kheshki : Point",13,64,,36,92,*,,208,5,58,,48,106,13,,230,438
2014,Pakistan,"Khoughani : Point",37,159,,125,330,13,,664,29,167,,132,348,27,,703,1367
2014,Pakistan,"Khurasan : Point",70,378,,296,925,68,,1737,65,387,,319,988,99,,1858,3595
2014,Pakistan,"Khyber Pakhtunkhwa : Province",144341,193079,,109721,421657,19673,,888471,159298,238905,,156532,408196,39223,,1002154,1890625
2014,Pakistan,"Koga : Point",253,1122,,802,1879,79,,4135,261,1150,,907,1806,145,,4269,8404
2014,Pakistan,"Kot Chandna : Point",272,1875,,1340,3151,128,,6766,302,1820,,1408,3217,283,,7030,13796
2014,Pakistan,"Kotkai : Point",56,285,,208,500,67,,1116,46,349,,202,622,91,,1310,2426
2014,Pakistan,"Kotwai : Point",99,624,,552,1077,77,,2429,94,625,,576,912,159,,2366,4795
2014,Pakistan,"Lakhti Banda : Point",138,759,,545,1259,153,,2854,117,820,,584,1332,217,,3070,5924
2014,Pakistan,"Lejay Karez : Point",12,57,,49,111,7,,236,18,47,,52,171,26,,314,550
2014,Pakistan,"Malgagai : Point",92,717,,534,1151,118,,2612,84,790,,570,1388,190,,3022,5634
2014,Pakistan,"Mayar : Point",16,85,,71,165,11,,348,23,97,,76,217,23,,436,784
2014,Pakistan,"Mera Kachori : Point",110,642,,453,1067,59,,2331,93,607,,469,1130,108,,2407,4738
2014,Pakistan,"Mohammad Kheil : Point",78,588,,426,1094,32,,2218,97,545,,556,1175,132,,2505,4723
2014,Pakistan,"Munda : Point",199,1342,,910,2136,95,,4682,194,1349,,949,1984,230,,4706,9388
2014,Pakistan,"Nagar : Point",*,28,,21,37,*,,91,*,28,,20,50,*,,106,197
2014,Pakistan,"Naguman : Point",49,388,,312,663,29,,1441,61,395,,357,748,70,,1631,3072
2014,Pakistan,Naurang,21,121,,112,256,13,,523,24,134,,137,282,35,,612,1135
2014,Pakistan,"New Akora : Point",21,57,,9,45,*,,134,19,53,,16,156,5,,249,383
2014,Pakistan,"New Durrani : Point",375,417,,208,917,42,,1959,417,542,,333,833,82,,2207,4166
2014,Pakistan,"Oblan : Point",228,1153,,917,1981,127,,4406,243,1194,,948,2021,203,,4609,9015
2014,Pakistan,"Old Akora : Point",937,4671,,3174,7589,213,,16584,951,4838,,3481,8191,744,,18205,34789
2014,Pakistan,"Old Shamshatoo",997,5891,,4213,11397,400,,22898,1059,6135,,4772,12345,1059,,25370,48268
2014,Pakistan,"Padhana : Point",195,981,,986,2222,115,,4499,210,1003,,1066,2335,249,,4863,9362
2014,Pakistan,"Panian : Point",1179,5755,,5453,13377,670,,26434,1367,6098,,5699,12901,1317,,27382,53816
2014,Pakistan,"Peshawar : District",148,359,,337,1106,63,,2013,160,362,,362,710,35,,1629,3642
2014,Pakistan,"Pir Alizai : Point",168,1159,,692,1449,73,,3541,161,1102,,774,1893,210,,4140,7681
2014,Pakistan,"Posti : Point",5,22,,16,27,*,,71,*,23,,14,33,6,,79,150
2014,Pakistan,"Punjab : Province",4957,17223,,13782,33690,1844,,71496,5273,18493,,15581,41391,3647,,84385,155881
2014,Pakistan,"Pusha Pul : Point",12,108,,52,109,8,,289,10,93,,79,197,19,,398,687
2014,Pakistan,"Quetta : District",129,386,,306,997,63,,1881,142,369,,349,437,25,,1322,3203
2014,Pakistan,"Rakh Zandani : Point",*,*,,*,*,*,,*,*,*,,*,5,*,,8,10
2014,Pakistan,"Rata Kulachi : Point",7,53,,29,69,6,,164,6,45,,47,111,12,,221,385
2014,Pakistan,"Saranan : Point",411,2175,,1808,4145,192,,8731,464,2184,,2022,4299,548,,9517,18248
2014,Pakistan,"Shaikh Abad : Point",107,653,,522,1158,72,,2512,106,640,,521,1273,103,,2643,5155
2014,Pakistan,"Shindand : Point",39,227,,160,333,19,,778,37,211,,178,373,35,,834,1612
2014,Pakistan,"Sindh : Province",2579,6457,,5446,13757,608,,28847,2736,6807,,5700,16280,1486,,33009,61856
2014,Pakistan,"Sund Rawal : Point",*,5,,10,17,*,,34,*,8,,16,39,6,,69,103
2014,Pakistan,"Surkhab : Point",133,669,,531,1283,56,,2672,117,691,,639,1450,195,,3092,5764
2014,Pakistan,"Thall : Point",275,1450,,1203,2722,255,,5905,271,1618,,1350,2695,408,,6342,12247
2014,Pakistan,"Timer : Point",165,1185,,853,1938,85,,4226,185,1226,,894,1984,175,,4464,8690
2014,Pakistan,"Togh Sarai : Point",556,617,,309,1358,62,,2902,617,802,,494,1235,123,,3271,6173
2014,Pakistan,"Toor : Point",59,271,,191,397,22,,940,56,295,,197,579,35,,1162,2102
2014,Pakistan,"Urguch : Point",*,*,,8,9,,,20,*,*,,*,20,*,,28,48
2014,Pakistan,"Utmanzai : Point",53,459,,370,830,46,,1758,63,520,,391,879,108,,1961,3719
2014,Pakistan,"Yakaghund : Point",68,404,,197,416,24,,1109,65,380,,208,440,40,,1133,2242
2014,Pakistan,"Zafarabad : Point",52,395,,232,467,19,,1165,62,387,,301,626,74,,1450,2615
2014,Pakistan,"Zangal Patai : Point",*,13,,9,35,*,,58,*,10,,16,40,*,,70,128
2014,Pakistan,"Zar Karez : Point",67,478,,365,804,56,,1770,69,468,,454,880,113,,1984,3754
2014,Panama,"Darien : Provincia",16,21,,30,67,7,,141,17,20,,28,85,8,,158,299
2014,Panama,"Kuna Yala : Comarca - Indiginous region",*,13,,16,25,*,,58,*,6,,14,22,*,,47,105
2014,Panama,"Panama : Dispersed in the country / territory",268,730,,2064,3761,866,,7689,262,809,,2613,5907,991,,10582,18271
2014,Peru,"Peru : Dispersed in the country / territory",12,27,,255,328,12,,634,16,60,,89,834,57,,1056,1690
2014,Philippines,"CALABARZON (Region IV-A ) : Region",,,,,10,,,10,,,,,12,*,,14,24
2014,Philippines,"Central Luzon (Region III) : Region",,,,,,,,*,,,,,8,,,8,8
2014,Philippines,"Davao (Region XI) : Region",,*,,,*,,,*,,,,,*,*,,*,6
2014,Philippines,"MIMAROPA (Region IV-B) : Region",,,,,,,,*,,,,,,*,,*,*
2014,Philippines,"National Capital Region",,*,,*,16,*,,21,*,*,,*,88,6,,99,120
2014,Philippines,"Philippines : Dispersed in the country / territory",,,,,37,,125584,125621,,,,,188,,120762,120950,246571
2014,Philippines,"Region 1",,,,,*,,,*,,,,,7,,,7,8
2014,Philippines,"Region 12",,,,,,,,*,,,,,*,,,*,*
2014,Philippines,"Region 5",,,,,,,,*,,,,,*,,,*,*
2014,Philippines,"Region 6",,,,,,,,*,,,,,*,,,*,*
2014,Philippines,"Region 7",,,,,*,,,*,,,,,*,,,*,*
2014,Philippines,"SARANGANI PROVINCE",77,114,,80,319,39,,629,87,119,,61,231,44,,542,1171
2014,Palau,"Koror : State",,,,,,,,*,,,,,*,,,*,*
2014,"Papua New Guinea","Papua New Guinea : Dispersed in the country / territory",,,,,,,,*,,,,,,,,*,9910
2014,Poland,Bezwola,10,11,,*,24,*,,50,7,8,,5,29,*,,50,100
2014,Poland,"Bezwola II",11,*,,*,34,*,,52,7,7,,5,34,*,,55,107
2014,Poland,"Biala Podlaska : Powiat - County",*,6,,6,23,*,,41,5,5,,*,29,*,,43,84
2014,Poland,"Bialystok : Powiat - County",10,17,,7,27,*,,62,13,18,,7,22,*,,60,122
2014,Poland,"Czerwony Bor : Point",10,13,,*,30,*,,57,10,11,,7,26,*,,55,112
2014,Poland,"Debak : Point",6,12,,*,19,*,,38,6,5,,6,20,*,,37,75
2014,Poland,"Grotniki : Point",8,5,,*,17,*,,31,10,*,,*,17,*,,36,67
2014,Poland,"Grupa : Point",8,20,,5,22,*,,56,10,8,,7,24,*,,49,105
2014,Poland,"Horbow : Point",14,10,,*,20,*,,48,11,15,,*,21,*,,48,96
2014,Poland,"Linin : Point",21,35,,14,38,*,,109,22,41,,10,38,*,,112,221
2014,Poland,"Lublin : Powiat - County",7,9,,*,23,*,,43,10,10,,12,23,*,,57,100
2014,Poland,"Lukow : Powiat - County",7,15,,9,19,*,,50,9,13,,12,18,*,,52,102
2014,Poland,Poland,,,,,,,,*,,,,,,,,*,26566
2014,Poland,"Warsaw : Powiat - County",7,9,,8,34,*,,62,7,7,,9,*,*,,23,85
2014,Portugal,"Portugal : Dispersed in the country / territory",,,,,,,5,5,,,,,,,9,9,1057
2014,Paraguay,"Paraguay : Dispersed in the country / territory",*,11,,10,45,*,,71,*,5,,5,82,*,,95,166
2014,Qatar,"Qatar : Dispersed in the country / territory",8,14,,15,71,5,,113,12,13,,7,68,8,,108,1421
2014,Romania,"Romania : Dispersed in the country / territory",87,98,,69,406,30,65,755,116,106,,88,1143,39,290,1782,2841
2014,"Russian Federation","North Caucasus : Location grouping",,,,,,,,*,,,,,,,,*,2060
2014,"Russian Federation","Russian Federation : Dispersed in the country / territory",,,,,,,,*,,,,,,,,*,120589
2014,Rwanda,"Gatsibo : Akarere - District",1066,1788,,1406,3687,266,,8213,1100,1694,,1339,2245,197,,6575,14788
2014,Rwanda,"Gihembe : Point",988,1285,,1289,3963,509,,8034,906,1410,,1218,2982,277,,6793,14827
2014,Rwanda,"Gisagara : Akarere - District",706,937,,658,1675,133,,4109,724,916,,511,661,70,,2882,6991
2014,Rwanda,"Kigali : Point",133,235,,192,598,22,,1180,116,233,,182,577,32,,1140,2320
2014,Rwanda,"Kiziba : Point",1234,1622,,1329,4527,507,,9219,1171,1508,,1317,3393,424,,7813,17032
2014,Rwanda,"Nyagatare (Cyangugu) : Akarere - District",189,158,,50,387,13,,797,176,136,,47,62,7,,428,1225
2014,Rwanda,"Nyamagabe : Akarere - District",1646,2306,,1717,4305,308,,10282,1709,2258,,1561,2443,252,,8223,18505
2014,Rwanda,"Rubavu : Akarere - District",706,444,,130,1476,60,,2816,705,381,,108,297,28,,1519,4335
2014,"Saudi Arabia","Arar : Governorate",,,,,,,,*,,,,,*,,,*,*
2014,"Saudi Arabia","Jeddah : Governorate",*,19,,27,39,*,,92,5,24,,17,59,5,,110,202
2014,"Saudi Arabia","Khobar : Governorate",,*,,*,*,*,,5,,,,*,9,,,10,15
2014,"Saudi Arabia","Madinah : Province",,*,,,*,,,*,,,,,*,,,*,6
2014,"Saudi Arabia","Riyadh : Province",6,39,,26,98,5,,174,9,39,,49,158,7,,262,436
2014,"Saudi Arabia","Saudi Arabia : Dispersed in the country / territory",,,,,,,,*,,,,,,,,*,70000
2014,Sudan,"Abu Rakham area : Point",*,27,,31,105,17,,184,*,30,,39,79,27,,176,360
2014,Sudan,"Abuda : Point",103,295,,211,772,86,,1467,100,286,,251,687,115,,1439,2906
2014,Sudan,Adingrar,*,*,,*,*,*,,*,*,*,,*,*,*,,*,*
2014,Sudan,"Armankul : Point",,,,,,,2200,2200,,,,,,,1885,1885,4085
2014,Sudan,"Aroma : Point",*,5,,*,*,*,,9,*,*,,*,6,*,,9,18
2014,Sudan,"Asotriba : Point",*,*,,*,*,*,,*,*,*,,*,*,*,,*,*
2014,Sudan,"Awad El Seid : Point",*,42,,41,153,28,,264,*,55,,46,120,41,,263,527
2014,Sudan,"Basonda : Point",*,*,,*,*,*,,*,*,*,,*,*,*,,*,*
2014,Sudan,"Bir Khadija : Point",,,,,,,276,276,,,,,,,247,247,523
2014,Sudan,"Bir Saleeba area : Point",,,,,,,1500,1500,,,,,,,1439,1439,2939
2014,Sudan,"Bir Touk : Point",,,,,,,155,155,,,,,*,,112,112,267
2014,Sudan,"Blue Nile",170,477,,292,979,39,,1957,192,523,,246,1118,138,,2217,4174
2014,Sudan,"Central Darfur : Wilayat - State",,,,,,,160320,160320,,,,,,,160320,160320,320640
2014,Sudan,"Dabag : Point",,,,,,,13,13,,,,,,,16,16,29
2014,Sudan,"Daim : Point",*,*,,*,*,*,,*,*,*,,*,*,*,,*,*
2014,Sudan,"Dehama : Point",*,*,,*,*,*,,*,*,*,,*,*,*,,*,*
2014,Sudan,"Diam El-Nour : Point",6,23,,23,118,*,,174,7,31,,20,218,13,,289,463
2014,Sudan,"Doka : Point",*,*,,*,*,*,,*,*,*,,*,*,*,,*,6
2014,Sudan,"Dordeab : Point",*,*,,*,*,*,,8,*,*,,*,*,*,,*,10
2014,Sudan,"Eastern Darfur : Wilayat - State",,,,,,,71843,71843,,,,,,,71843,71843,143686
2014,Sudan,"El Geneina : Point",*,*,,*,*,*,,*,*,*,,14,*,*,,17,21
2014,Sudan,"Fath El Rahman : Point",*,22,,19,95,17,,153,*,23,,20,70,24,,137,290
2014,Sudan,"Fau 5 : Point",*,91,,66,232,35,,428,7,101,,68,231,54,,461,889
2014,Sudan,"Fau Town : Point",*,*,,*,*,*,,*,*,*,,*,*,*,,*,5
2014,Sudan,"Gadaref : Wilayat - State",46,358,,229,1094,110,,1837,58,397,,284,1211,274,,2224,4061
2014,Sudan,"Gari : Point",,,,,,,125,125,,,,,,,112,112,237
2014,Sudan,"Geref : Point",*,*,,*,5,*,,7,*,*,,*,8,*,,10,17
2014,Sudan,"Girba : Point",232,609,,437,1827,236,,3341,235,657,,462,1290,322,,2966,6307
2014,Sudan,"Gulsa : Point",*,*,,10,23,*,,37,*,*,,*,10,*,,20,57
2014,Sudan,"Habillah : Region",*,*,,*,,*,7500,7500,*,*,,*,,*,6793,6793,14293
2014,Sudan,"Hawata : Point",*,5,,*,*,*,,8,*,*,,*,*,*,,*,11
2014,Sudan,"Kalakla : Point",*,*,,*,*,*,,*,*,*,,*,*,*,,*,*
2014,Sudan,"Karkora : Point",*,5,,*,14,*,,26,*,*,,*,12,*,,22,48
2014,Sudan,"Kassala : Wilayat - State",135,356,,294,1296,99,,2180,112,394,,306,1483,139,,2434,4614
2014,Sudan,"Khartoum : Wilayat - State",3277,5189,,4082,21908,661,58,35175,3278,5531,,4420,22610,945,58,36842,72017
2014,Sudan,"Kilo 26 : Point",246,795,,596,2353,310,,4300,290,869,,596,1932,406,,4093,8393
2014,Sudan,"Kilo 7 : Point",*,22,,19,77,16,,134,*,36,,21,67,18,,143,277
2014,Sudan,"Kolain : Point",,,,,,,162,162,,,,,,,200,200,362
2014,Sudan,"Laffa : Point",*,*,,*,6,*,,8,*,*,,*,*,*,,*,9
2014,Sudan,"Mafaza : Point",*,*,,*,*,*,,*,*,*,,*,*,*,,*,*
2014,Sudan,"Marghania : Point",*,13,,*,40,*,,61,*,9,,12,81,*,,104,165
2014,Sudan,"Mukjar : Point",130,74,,159,46,42,,451,115,66,,139,44,55,,419,870
2014,Sudan,"New Halfa : Point",6,16,,*,86,*,,112,9,17,,7,796,9,,838,950
2014,Sudan,"Northern Darfur : Wilayat - State",*,*,,*,*,*,227779,227781,*,*,,*,*,*,227779,227783,455564
2014,Sudan,"Nyala : District",*,*,,*,891,*,,893,*,5,,*,898,*,,910,1803
2014,Sudan,"Port Sudan : District",16,88,,84,255,13,,456,28,106,,68,452,29,,683,1139
2014,Sudan,"Safawa : Point",*,*,,*,*,*,,*,*,*,,*,*,*,,*,*
2014,Sudan,"Salalab : Point",10,43,,30,128,*,,215,12,32,,43,170,12,,269,484
2014,Sudan,"Salmin : Point",*,*,,*,*,*,,*,*,*,,*,*,*,,*,*
2014,Sudan,"Shagarab 1 : Point",747,1693,,1163,4397,431,,8431,810,1752,,1292,4521,533,,8908,17339
2014,Sudan,"Shagarab 2 : Point",508,1267,,855,2766,244,,5640,487,1354,,911,1809,392,,4953,10593
2014,Sudan,"Shagarab 3 : Point",260,680,,530,1737,201,,3408,246,697,,473,1188,300,,2904,6312
2014,Sudan,Showak,*,*,,*,12,*,,20,*,5,,6,15,*,,28,48
2014,Sudan,"Sinkat : District",*,*,,*,*,*,,*,*,*,,*,*,*,,*,*
2014,Sudan,"South Kordofan : Wilayat - State",*,*,,*,,*,25000,25000,*,*,,*,,*,25000,25000,50000
2014,Sudan,"Southern Darfur : Wilayat - State",*,*,,*,,*,458443,458443,*,*,,*,,*,458442,458442,916885
2014,Sudan,"Suwakin : Point",*,9,,*,12,*,,25,*,*,,*,37,*,,45,70
2014,Sudan,"Tendelti : Point",,,,,,,5299,5299,,,,,,,5369,5369,10668
2014,Sudan,"Um Ali : Point",*,12,,11,15,*,,39,*,7,,7,9,*,,29,68
2014,Sudan,"Um Dafog : Point",,,,,,,776,776,,,,,,,775,775,1551
2014,Sudan,"Um Dukhun : Point",,,,,,,288,288,,,,,,,287,287,575
2014,Sudan,"Um Gargur : Point",266,858,,638,2975,330,,5067,267,888,,758,2825,466,,5204,10271
2014,Sudan,"Um Gulja : Point",*,9,,5,29,*,,47,5,7,,7,39,7,,65,112
2014,Sudan,"Um Rakuba : Point",*,*,,*,15,*,,24,*,*,,*,22,*,,36,60
2014,Sudan,"Um Sagata",*,*,,*,*,*,,*,*,*,,*,*,*,,*,7
2014,Sudan,"Um Shalaya : Point",961,589,,1859,249,825,,4483,886,587,,1102,140,900,,3615,8098
2014,Sudan,"Wad El Hileau : Point",7,41,,25,82,11,,166,*,33,,20,79,8,,143,309
2014,Sudan,"Wad Medani : Point",*,*,,*,*,*,,8,*,6,,*,*,*,,10,18
2014,Sudan,"Wad Sherife : Point",280,1363,,1107,5034,770,,8554,302,1415,,1200,3184,708,,6809,15363
2014,Sudan,"Wad Sherife village",*,66,,76,275,29,,450,8,79,,76,143,18,,324,774
2014,Sudan,"West Kordofan",,,,,,,2198,2198,,,,,,,2209,2209,4407
2014,Sudan,"Western Darfur : Wilayat - State",,,,,,,160526,160526,,,,,,,160521,160521,321047
2014,Sudan,"White Nile :Wilayat - State",6582,9932,,5748,13927,1509,,37698,6523,9225,,6208,9786,1185,,32927,70625
2014,Senegal,"Dakar : Point",125,165,,160,1073,25,,1548,128,211,,186,2201,39,,2765,4313
2014,Senegal,"Dakar/Thies : Point",6,17,,16,29,*,,69,10,25,,20,58,*,,116,185
2014,Senegal,"Richard Toll : Point",1347,1627,,755,2748,270,,6747,1377,1525,,724,2060,227,,5913,12660
2014,Senegal,"Saint Louis",*,*,,,9,,,12,*,*,,,13,*,,18,30
2014,Singapore,"Singapore : Dispersed in the country / territory",,,,,*,,,*,,,,,*,,,*,*
2014,"Solomon Islands","Honiara : Capital territory",,,,,*,,,*,,,,,*,,,*,*
2014,"Sierra Leone","Bandajuma : Point",*,*,,15,19,,,39,*,*,,*,*,*,,12,51
2014,"Sierra Leone","Bo : District",*,*,,10,30,*,,50,6,20,,35,20,6,,87,137
2014,"Sierra Leone","Freetown : Point",8,29,,41,72,6,,156,5,14,,32,45,5,,101,257
2014,"Sierra Leone","Gerihun : Point",*,9,,19,37,*,,68,*,15,,20,47,5,,88,156
2014,"Sierra Leone","Gondama : Point",10,18,,12,27,*,,70,12,15,,15,23,*,,69,139
2014,"Sierra Leone","Jembe : Point",12,8,,14,10,*,,48,15,11,,12,23,12,,73,121
2014,"Sierra Leone","Jimmi Bago",*,7,,10,9,,,30,6,9,,11,7,,,33,63
2014,"Sierra Leone","Kenema : District",10,30,,56,72,5,,173,*,40,,,76,8,,125,298
2014,"Sierra Leone","Largo : Point",*,*,,*,20,*,,33,*,*,,14,22,,,39,72
2014,"Sierra Leone","Taiama : Point",,*,,*,12,*,,21,*,7,,*,13,*,,27,48
2014,"Sierra Leone","Tobanda : Point",*,*,,19,14,5,,42,,*,,*,,,,*,45
2014,"El Salvador","El Salvador : Dispersed in the country / territory",,,,*,9,,,13,,,,*,17,*,,22,35
2014,Somalia,"Awdal : Gobolka - Region",,,,,,,,*,,,,,,,,*,7990
2014,Somalia,"Bakool : Gobolka - Region",,,,,,,,*,,,,,,,,*,24000
2014,Somalia,"Banaadir : Gobolka - Region",8,13,,*,*,,,26,8,7,,*,26,,,42,336768
2014,Somalia,"Bari : Gobolka - Region",,,,,,,,*,,,,,,,,*,49011
2014,Somalia,"Bay : Gobolka - Region",,,,,,,,*,,,,,,,,*,39820
2014,Somalia,"Bossaso : District",187,370,,159,636,22,,1374,189,336,,161,702,38,,1426,2800
2014,Somalia,"Galgaduud : Gobolka - Region",,,,,,,,*,,,,,,,,*,119768
2014,Somalia,"Gedo : Gobolka - Region",,,,,,,,*,,,,,,,,*,76728
2014,Somalia,"Hargeisa : District",724,1044,,477,2209,27,,4481,690,1034,,482,2177,66,,4449,8942
2014,Somalia,"Hiraan : Gobolka - Region",,,,,,,,*,,,,,,,,*,51197
2014,Somalia,"Juba Dhexe : Gobolka - Region",,,,,,,,*,,,,,,,,*,27000
2014,Somalia,"Juba Hoose : Gobolka - Region",,,,,,,,*,,,,,,,,*,30600
2014,Somalia,"Mudug : Gobolka - Region",15,33,,6,40,*,,94,30,31,,6,32,*,,102,71148
2014,Somalia,"Nugaal : Gobolka - Region",,,,,,,,*,,,,,,,,*,9495
2014,Somalia,Puntland,,,,,,,,*,,,,,,,,*,800
2014,Somalia,"Sanaag : Gobolka - Region",,,,,,,,*,,,,,,,,*,910
2014,Somalia,"Shabelle Dhexe : Gobolka - Region",,,,,,,,*,,,,,,,,*,51960
2014,Somalia,"Shabelle Hoose : Gobolka - Region",,,,,,,,*,,,,,,,,*,161770
2014,Somalia,Somaliland,,,,,,,,*,,,,,,,,*,1300
2014,Somalia,"Sool : Gobolka - Region",,,,,,,,*,,,,,,,,*,4820
2014,Somalia,"South Central",,,,,,,,*,,,,,,,,*,11122
2014,Somalia,"Togdheer : Gobolka - Region",,,,,,,,*,,,,,,,,*,25760
2014,Somalia,"Woqooyi Galbeed : Gobolka - Region",,,,,,,,*,,,,,,,,*,44591
2014,"Serbia and Kosovo (S/RES/1244 (1999))","Belgrade : Capital city",32,5621,,8316,48320,18970,,81259,19,6002,,8923,49193,14088,,78225,159484
2014,"Serbia and Kosovo (S/RES/1244 (1999))","Central and Southern Serbia : Regional grouping",7,1941,,3066,17580,6907,,29501,8,2050,,3167,18524,5534,,29283,58784
2014,"Serbia and Kosovo (S/RES/1244 (1999))","Kosovo (S/RES/1244 (1999)) : Dispersed in the country / territor",35,43,,35,181,54,,348,40,43,,35,170,36,,324,672
2014,"Serbia and Kosovo (S/RES/1244 (1999))","Serbia : Dispersed in the country / territory",294,337,,320,798,43,,1792,294,337,,320,809,43,,1803,3595
2014,"Serbia and Kosovo (S/RES/1244 (1999))","Vojvodina : Autonomous province",,542,,1180,8942,5887,,16551,*,606,,1266,10038,3430,,15340,31891
2014,"South Sudan","Abyei Region",,,,,,,,*,,,,,,,,*,6676
2014,"South Sudan","Ajuong Thok",1287,1153,,799,2403,92,,5734,1360,1350,,1754,4716,101,,9281,15015
2014,"South Sudan","Andari : Point",24,30,,16,86,5,,161,18,43,,14,60,9,,144,305
2014,"South Sudan","Central Equatoria : Wilayat - State",,,,,,,,*,,,,,,,,*,132357
2014,"South Sudan","Doro : Point",5816,6177,,3164,9610,593,,25360,6326,6320,,3523,8009,549,,24727,50087
2014,"South Sudan","Eastern Equatoria : Wilayat - State",,,,,,,,*,,,,,,,,*,19787
2014,"South Sudan","Ezo : County",278,362,,184,1004,86,,1914,311,358,,176,635,85,,1565,3479
2014,"South Sudan",Gendrassa,1931,2222,,1095,3524,254,,9026,2159,2121,,1131,3174,364,,8949,17975
2014,"South Sudan","Gorom : Point",179,251,,113,476,21,,1040,210,276,,119,629,5,,1239,2279
2014,"South Sudan","Jonglei : Wilayat - State",,,,,,,,*,,,,,,,,*,589673
2014,"South Sudan","Juba : County",228,373,,136,852,12,43,1644,260,320,,143,3551,72,80,4426,6071
2014,"South Sudan",Kaya,2505,2692,,1438,4410,383,,11428,2551,2651,,1374,3391,523,,10490,21918
2014,"South Sudan",Kodok,112,207,,68,236,20,,643,110,192,,52,177,25,,556,1199
2014,"South Sudan","Lakes : Wilayat - State",,,,,,,,*,,,,,,,,*,199612
2014,"South Sudan","Lasu : Point",796,1022,,558,1694,176,,4246,767,953,,641,1260,90,,3711,7957
2014,"South Sudan",Lelo,67,146,,78,193,8,,492,70,129,,69,217,*,,489,981
2014,"South Sudan","Makpandu : Point",292,398,,180,792,62,,1724,278,348,,202,766,63,,1657,3381
