Year,"Destination","Location","Female 0-4","Female 5-11","Female 5-17","Female 12-17","Female 18-59","Female 60+","F: Unknown","F_Total","Male 0-4","Male 5-11","Male 5-17","Male 12-17","Male 18-59","Male 60+","M: Unknown","M_Total","Overall total"
2014,Cameroon,"Betare Oya : Point",20,17,,7,75,,,119,15,16,,*,38,*,,73,192
2014,Cameroon,Bigoro,28,43,,36,89,6,,202,28,46,,54,64,9,,201,403
2014,Cameroon,Boforo,34,73,,61,133,8,,309,29,102,,66,60,9,,266,575
2014,Cameroon,"Bombe Pana",42,93,,65,148,5,,353,41,93,,78,110,11,,333,686
2014,Cameroon,"Borgop : Point",942,1503,,670,2188,175,,5478,978,1443,,562,1595,194,,4772,10250
2014,Cameroon,"Boubara : Point",64,126,,119,318,24,,651,51,130,,113,236,29,,559,1210
2014,Cameroon,"Boulembe : Point",39,125,,126,214,15,,519,51,109,,110,160,17,,447,966
2014,Cameroon,"Bouli : Point",51,89,,80,188,14,,422,40,82,,69,139,10,,340,762
2014,Cameroon,Buea,,,,,,,,*,,,,,*,,,*,*
2014,Cameroon,"Cameroon : Dispersed in the country / territory",2565,4266,,1959,6751,425,,15966,2611,4236,,1749,5514,561,,14671,45731
2014,Cameroon,Colomine,24,48,,39,73,6,,190,20,48,,38,59,5,,170,360
2014,Cameroon,"Dakere Babongo : Point",56,96,,60,169,11,,392,44,88,,64,103,11,,310,702
2014,Cameroon,Damissa,54,125,,59,184,9,,431,65,130,,67,147,15,,424,855
2014,Cameroon,"Dang Patou : Point",47,87,,71,181,9,,395,30,90,,67,120,11,,318,713
2014,Cameroon,"Digou Adamou : Point",*,*,,*,12,*,,22,,8,,8,10,*,,29,51
2014,Cameroon,"Dir : Point",9,33,,17,62,*,,122,6,25,,28,33,6,,98,220
2014,Cameroon,"Djalingo : Point",23,43,,36,94,11,,207,15,47,,55,72,7,,196,403
2014,Cameroon,"Djaoro Mone",43,83,,62,116,9,,313,26,91,,42,64,6,,229,542
2014,Cameroon,"Djohong : Point",20,68,,50,117,6,,261,20,58,,40,100,11,,229,490
2014,Cameroon,"Douala : Point",583,799,,518,2439,67,,4406,557,757,,517,3503,48,,5382,9788
2014,Cameroon,Dschang,,*,,*,,,,*,,,,*,*,,,*,5
2014,Cameroon,Ebolowa,*,*,,*,,,,*,,,,,*,,,*,8
2014,Cameroon,Edea,,,,,*,,,*,,,,,,,,*,*
2014,Cameroon,"Fada : Point",27,56,,49,124,5,,261,26,64,,42,89,14,,235,496
2014,Cameroon,"Gado Badzere : Point",1538,2530,,1186,4014,219,,9487,1567,2388,,1030,2963,309,,8257,17744
2014,Cameroon,"Gandinang : Point",,*,,*,6,*,,9,*,*,,*,*,,,9,18
2014,Cameroon,"Garga Libona : Point",74,184,,151,379,28,,816,70,213,,177,245,27,,732,1548
2014,Cameroon,"Garga Sarali : Point",82,106,,89,267,19,,563,61,147,,100,220,21,,549,1112
2014,Cameroon,"Gargapela : Point",59,157,,123,240,22,,601,89,149,,110,137,18,,503,1104
2014,Cameroon,Garoua,5,17,,8,32,*,,64,*,18,,9,99,7,,137,201
2014,Cameroon,"Garoua-Boulai : Point",940,2018,,1591,3963,273,,8785,903,2010,,1513,2398,327,,7151,15936
2014,Cameroon,Gbabio,,,,*,*,,,*,*,*,,,5,,,7,10
2014,Cameroon,"Gbakim : Point",17,38,,50,111,*,,218,26,27,,42,100,6,,201,419
2014,Cameroon,"Gbiti : Point",905,1700,,1150,3363,152,,7270,854,1683,,1073,2644,283,,6537,13807
2014,Cameroon,Gomana,10,31,,32,50,*,,125,17,43,,22,25,*,,110,235
2014,Cameroon,Goro,33,95,,85,142,10,,365,24,86,,70,117,19,,316,681
2014,Cameroon,"Goundjel : Point",,*,,*,11,,,19,,*,,*,13,,,17,36
2014,Cameroon,"Guiwa Yangamo : Point",37,135,,96,230,19,,517,51,131,,84,165,25,,456,2227
2014,Cameroon,Kambele,10,32,,20,39,7,,108,19,23,,12,37,5,,96,204
2014,Cameroon,"Kenzou : Point",673,1192,,846,2398,123,,5232,652,1207,,779,1863,183,,4684,9916
2014,Cameroon,"Kette : Point",313,550,,394,1079,48,,2384,289,652,,305,728,92,,2066,4450
2014,Cameroon,"Kole : Point",15,50,,51,114,10,,240,17,55,,51,53,*,,180,420
2014,Cameroon,"Kombo Laka : Point",51,146,,113,267,19,,596,55,179,,96,229,32,,591,1187
2014,Cameroon,"Kouba : Point",20,69,,54,113,8,,264,17,55,,44,66,16,,198,462
2014,Cameroon,Kounde,*,7,,*,11,*,,28,*,6,,5,*,*,,20,48
2014,Cameroon,Kousseri,,,,,,,,*,,,,,*,,,*,*
2014,Cameroon,Kribi,*,,,,*,,,*,,,,,*,,,*,5
2014,Cameroon,Limbe,,,,,*,,,*,,,,,*,,,*,*
2014,Cameroon,"Lokoti : Point",82,169,,113,276,17,,657,66,146,,123,226,23,,584,1241
2014,Cameroon,"Mandjou : Point",334,772,,602,1333,94,,3135,338,765,,567,790,103,,2563,5698
2014,Cameroon,Maroua,,*,,*,9,*,,13,,,,*,*,*,,7,20
2014,Cameroon,Mbalmayo,*,*,,*,6,,,10,*,5,,*,5,,,13,23
2014,Cameroon,Mbankomo,,,,,,,,*,,,,,*,,,*,*
2014,Cameroon,"Mbarang : Point",52,101,,101,172,16,,442,68,108,,69,121,16,,382,824
2014,Cameroon,"Mbewe : Point",7,29,,21,42,10,,109,15,20,,9,31,6,,81,190
2014,Cameroon,"Mbile : Point",797,1344,,709,2287,145,,5282,827,1319,,664,2164,213,,5187,10469
2014,Cameroon,Mbomba,*,11,,12,17,*,,44,*,12,,10,10,6,,42,86
2014,Cameroon,"Mbondo : Point",19,85,,69,141,13,,327,29,82,,57,121,14,,303,630
2014,Cameroon,"Mbonga : Point",29,64,,58,143,*,,298,28,78,,54,111,17,,288,586
2014,Cameroon,"Mborguene : Point",22,80,,69,154,7,,332,26,81,,80,141,11,,339,671
2014,Cameroon,"Mboula : Point",22,67,,65,137,8,,299,20,87,,52,94,19,,272,571
2014,Cameroon,"Mboumama : Point",109,201,,140,408,18,,876,92,215,,131,292,36,,766,1642
2014,Cameroon,"Meidougou : Point",220,555,,453,1063,70,,2361,227,598,,495,691,82,,2093,4454
2014,Cameroon,"Meiganga : Point",220,490,,450,957,55,,2172,236,526,,440,628,83,,1913,4085
2014,Cameroon,Mengang,,,,,,,,*,,,,,*,,,*,*
2014,Cameroon,Mengong,,,,,,,,*,,,,,*,,,*,*
2014,Cameroon,Mfou,8,9,,6,15,,,38,*,8,,5,25,,,42,80
2014,Cameroon,"Mikila : Point",33,95,,72,164,9,,373,46,94,,59,114,12,,325,698
2014,Cameroon,"Mimbang : Point",,7,,5,21,,,33,*,*,,9,23,*,,39,72
2014,Cameroon,Minawao,2213,2684,,1647,4122,344,,11010,2234,2789,,1485,3397,374,,10279,21289
2014,Cameroon,"Mobe : Point",18,63,,44,108,6,,239,28,65,,54,69,9,,225,464
2014,Cameroon,Moinam,12,18,,17,37,*,,85,7,27,,5,25,6,,70,155
2014,Cameroon,Mokolo,,,,,*,*,,*,,*,,,,*,,*,6
2014,Cameroon,Monatele,,*,,*,,,,*,,,,,*,,,*,*
2014,Cameroon,"Nabemo : Point",48,98,,89,206,10,,451,67,121,,94,153,19,,454,905
2014,Cameroon,"Nandoungue : Point",84,183,,155,304,32,,758,95,157,,146,213,31,,642,1400
2014,Cameroon,"Ndanga Gandima : Point",49,121,,76,246,16,,508,56,101,,103,172,29,,461,969
2014,Cameroon,"Ndokayo : Point",513,963,,658,1597,111,,3842,464,974,,611,1133,134,,3316,7158
2014,Cameroon,"Ngaoui : Point",550,1377,,1163,2451,176,,5717,592,1452,,1098,1510,208,,4860,10577
2014,Cameroon,Ngaoundere,*,6,,9,12,*,,32,*,7,,5,*,,,19,51
2014,Cameroon,Ngassiri,,*,,*,*,,,7,,,,*,*,,,*,11
2014,Cameroon,"Ngazi : Point",8,38,,21,46,*,,116,11,26,,16,36,*,,92,208
2014,Cameroon,"Nguindi : Point",24,50,,58,121,*,,257,17,50,,36,70,11,,184,441
2014,Cameroon,"Ngunbela : Point",*,9,,*,14,*,,30,*,*,,7,13,*,,26,56
2014,Cameroon,Nkolafamba,8,8,,*,17,*,,36,8,9,,6,18,,,41,77
2014,Cameroon,"Nyabi : Point",158,376,,334,905,49,,1822,171,323,,308,590,67,,1459,3281
2014,Cameroon,Nyambaka,7,26,,15,36,*,,88,9,29,,26,18,8,,90,178
2014,Cameroon,Obala,,8,,6,9,,,23,*,*,,*,10,,,21,44
2014,Cameroon,"Ouro-Adde : Point",79,192,,149,312,24,,756,87,209,,151,212,18,,677,1433
2014,Cameroon,"Samba : Point",22,58,,78,133,9,,300,27,50,,63,85,15,,240,540
2014,Cameroon,"Sandaye : Point",9,31,,18,49,*,,109,16,20,,24,42,*,,106,215
2014,Cameroon,Sandji,27,46,,38,100,5,,216,21,47,,42,67,10,,187,403
2014,Cameroon,"Sandji II",17,32,,10,46,5,,110,24,27,,5,56,,,112,222
2014,Cameroon,Sangmelima,,,,,,,,*,,,,,*,,,*,*
2014,Cameroon,Simi,11,32,,17,42,5,,107,11,32,,19,22,*,,88,195
2014,Cameroon,Soa,7,*,,*,24,,,38,6,6,,*,73,,,88,126
2014,Cameroon,Sodenou,32,67,,42,102,5,,248,33,56,,46,72,8,,215,463
2014,Cameroon,Sodepa,14,30,,15,45,*,,108,13,27,,16,33,*,,92,200
2014,Cameroon,"Tapare : Point",12,34,,30,54,6,,136,17,41,,33,41,7,,139,275
2014,Cameroon,"Timangolo : Point",602,1026,,528,1619,100,,3875,611,1006,,456,1383,151,,3607,7482
2014,Cameroon,"Toktoyo : Point",221,438,,287,817,46,,1809,223,443,,299,563,83,,1611,3420
2014,Cameroon,"Tongo Gandima : Point",129,338,,220,576,48,,1311,145,327,,244,377,80,,1173,2484
2014,Cameroon,"Woumbou : Point",65,202,,85,287,10,,649,77,153,,107,197,17,,551,1200
2014,Cameroon,"Yamba : Point",139,339,,235,507,51,,1271,141,309,,225,369,33,,1077,2348
2014,Cameroon,"Yaounde : Point",819,1250,,811,3233,96,,6209,868,1134,,823,4919,89,,7833,14042
2014,Cameroon,"Yarmbang : Point",67,196,,144,297,34,,738,74,203,,115,171,23,,586,1324
2014,Cameroon,"Yokosire : Point",64,153,,151,335,23,,726,66,154,,159,205,36,,620,1346
2014,Cameroon,Zamboi,33,50,,18,71,*,,176,31,57,,18,42,8,,156,332
2014,Cameroon,"Zembe Borongo : Point",143,337,,311,702,49,,1542,151,394,,281,423,68,,1317,2859
2014,"Dem. Rep. of the Congo","Aba : Point",5,6,,*,15,*,,31,*,11,,*,15,*,,34,65
2014,"Dem. Rep. of the Congo","Ariwara : Point",66,111,,54,138,10,,379,57,93,,34,110,16,,310,689
2014,"Dem. Rep. of the Congo","Aru : Point",*,*,,*,*,*,,9,*,*,,*,6,*,,16,25
2014,"Dem. Rep. of the Congo","Aru-Loni I",55,92,,50,126,8,,331,79,102,,60,32,*,,273,604
2014,"Dem. Rep. of the Congo",Aru-Offa,14,12,,*,20,*,,51,5,11,,6,*,*,,24,75
2014,"Dem. Rep. of the Congo",Aru-Wani,58,97,,43,108,20,,326,43,87,,47,9,*,,186,512
2014,"Dem. Rep. of the Congo","Bas-Congo : Province",1662,2110,,1204,5218,521,,10715,1761,2183,,1335,3721,367,,9367,20082
2014,"Dem. Rep. of the Congo","Bas-Uele : District",5309,6895,,3435,10184,912,,26735,5298,6891,,3469,8016,548,,24222,50957
2014,"Dem. Rep. of the Congo","Bondo : Point",562,613,,424,1579,90,,3268,603,691,,422,970,85,,2771,6039
2014,"Dem. Rep. of the Congo",Boyabu,1498,1587,,704,2974,158,,6921,1500,1486,,821,2285,70,,6162,13083
2014,"Dem. Rep. of the Congo","Bukavu : Point",31,31,,10,96,*,,171,31,35,,29,88,*,,186,357
2014,"Dem. Rep. of the Congo","Buta : Point",*,5,,5,12,*,,25,*,*,,*,11,*,,22,47
2014,"Dem. Rep. of the Congo","Dilolo : Point",23,34,,15,39,*,,114,18,30,,6,45,*,,102,216
2014,"Dem. Rep. of the Congo","Doruma : Point",34,24,,13,54,6,,131,22,26,,14,46,9,,117,248
2014,"Dem. Rep. of the Congo","Dungu : Point",8,*,,*,14,*,,25,*,*,,*,17,*,,29,54
2014,"Dem. Rep. of the Congo","Equateur : Province",13762,16669,,8172,25227,2277,,66107,13811,16739,,8397,19481,1412,,59840,125947
2014,"Dem. Rep. of the Congo","Fizi : Point",144,515,,275,668,77,,1679,128,503,,271,679,65,,1646,3325
2014,"Dem. Rep. of the Congo","Goma : Point",75,131,,89,183,*,,480,71,92,,81,161,*,,406,886
2014,"Dem. Rep. of the Congo","Haut-Uele : District",11712,15235,,7577,22477,1994,,58995,11669,15185,,7623,17683,1203,,53363,112358
2014,"Dem. Rep. of the Congo","Ingbokolo : Point",52,73,,30,177,20,,352,44,49,,25,64,10,,192,544
2014,"Dem. Rep. of the Congo",Inke,1232,1447,,597,2260,133,,5669,1310,1465,,875,1945,79,,5674,11343
2014,"Dem. Rep. of the Congo","Isiro : Point",*,*,,7,14,*,,29,*,5,,5,18,*,,30,59
2014,"Dem. Rep. of the Congo","Ituri : District",50602,66468,,32034,97464,8598,,255166,50446,65716,,33080,76934,5148,,231324,486490
2014,"Dem. Rep. of the Congo","Kabare : Point",9,22,,10,51,*,,94,9,21,,8,51,*,,91,185
2014,"Dem. Rep. of the Congo","Kahemba : Point",26,70,,39,98,25,,258,36,95,,40,42,8,,221,479
2014,"Dem. Rep. of the Congo","Kalehe : Point",116,123,,94,383,9,,725,130,166,,121,435,33,,885,1610
2014,"Dem. Rep. of the Congo","Kambove : Territoire",,,,,*,,,*,,,,,,,,*,*
2014,"Dem. Rep. of the Congo","Katanga : Province",72599,95589,,45453,142440,12747,,368828,72873,95347,,48002,112453,7848,,336523,705351
2014,"Dem. Rep. of the Congo","Katshia : Point",33,48,,23,66,5,,175,32,44,,27,61,8,,172,347
2014,"Dem. Rep. of the Congo","Kimaza : Point",37,51,,23,96,*,,208,42,49,,32,189,16,,328,536
2014,"Dem. Rep. of the Congo","Kinshasa : Province",140,202,,182,600,115,,1239,134,181,,182,506,83,,1086,2325
2014,"Dem. Rep. of the Congo",Kipushi,*,*,,*,*,*,,9,*,*,,*,5,*,,12,21
2014,"Dem. Rep. of the Congo",Kolwezi,*,*,,*,*,*,,8,*,*,,*,*,*,,*,11
2014,"Dem. Rep. of the Congo","Likasi : City",,,,*,,*,,*,,*,,*,*,,,*,7
2014,"Dem. Rep. of the Congo","Lubumbashi : Point",48,103,,57,203,12,,423,60,108,,39,247,12,,466,889
2014,"Dem. Rep. of the Congo","Lusuku : Point",19,28,,12,53,*,,115,31,33,,10,57,*,,135,250
2014,"Dem. Rep. of the Congo","Maniema : Province",30039,39467,,18907,57591,5107,,151111,29951,38934,,19567,45370,3057,,136879,287990
2014,"Dem. Rep. of the Congo",Mboti,56,40,,27,98,5,,226,61,53,,36,165,10,,325,551
2014,"Dem. Rep. of the Congo",Mole,1605,1610,,888,3002,121,,7226,1578,1505,,1150,3629,70,,7932,15158
2014,"Dem. Rep. of the Congo","Mwene Ditu : Point",34,49,,33,63,8,,187,33,36,,36,66,11,,182,369
2014,"Dem. Rep. of the Congo","Mwenga : Territoire",89,144,,102,368,8,,711,89,134,,83,218,10,,534,1245
2014,"Dem. Rep. of the Congo","Nord Ubangi",1163,1296,,981,2345,365,,6150,1116,1317,,1229,1597,338,,5597,11747
2014,"Dem. Rep. of the Congo","Nord-Kivu : Province",103726,137502,,66526,202145,17775,,527674,104686,135347,,68666,159874,10702,,479275,1006949
2014,"Dem. Rep. of the Congo","Shabunda : Point",42,121,,109,510,*,,783,32,179,,146,563,6,,926,1709
2014,"Dem. Rep. of the Congo","Sud Ubangi",1032,937,,532,2128,79,,4708,1101,850,,715,2665,47,,5378,10086
2014,"Dem. Rep. of the Congo","Sud-Kivu : Province",71619,93071,,45801,136938,12143,,359572,71039,91703,,46560,108166,7252,,324720,684292
2014,"Dem. Rep. of the Congo","Tshabobo : Point",65,102,,28,137,5,,337,37,89,,31,149,11,,317,654
2014,"Dem. Rep. of the Congo","Tshopo : District",4654,6045,,3005,8927,791,,23422,4641,6032,,3031,7020,474,,21198,44620
2014,"Dem. Rep. of the Congo","Uvira : Point",9,695,,417,1203,109,,2433,10,617,,433,1404,93,,2557,4990
2014,"Dem. Rep. of the Congo","Walungu : Territoire",*,11,,5,35,*,,52,8,22,,5,61,*,,96,148
2014,Congo,"Betou : Point",1919,2612,,1852,4162,239,,10784,1814,2652,,2139,4963,162,,11730,22514
2014,Congo,"Brazzaville : Capital",510,1009,,880,2876,94,,5369,502,1018,,871,4459,74,,6924,12293
2014,Congo,"Dolisie: Point",,,,,*,,,*,*,,,,,,,*,*
2014,Congo,Enyelle,74,62,,37,250,*,,426,70,63,,44,294,*,,473,899
2014,Congo,"Impfondo : Point",695,1768,,1027,3012,331,,6833,717,1694,,1008,3312,225,,6956,13789
2014,Congo,Kintele,5,10,,*,20,,,38,8,5,,*,69,,,86,124
2014,Congo,"Komi : Point",*,9,,6,25,*,,46,6,5,,9,29,*,,53,99
2014,Congo,"Kondi Mbaka : Point",*,18,,22,74,*,,122,*,29,,29,108,11,,179,301
2014,Congo,"Loukolela : Point",414,568,,272,894,53,,2201,393,572,,260,1130,49,,2404,4605
2014,Congo,"Malolo : Point",5,38,,26,88,12,,169,*,46,,33,89,12,,184,353
2014,Congo,"Ngo : Point",15,69,,57,56,*,,198,20,68,,37,190,*,,317,515
2014,Congo,"Niari : Departement",,*,,*,*,,,5,*,,,*,5,,,10,15
2014,Congo,"Okoyo : District",*,*,,*,*,,,7,,*,,,8,,,9,16
2014,Congo,"Oyo : Point",14,45,,47,68,*,,177,11,39,,51,154,*,,256,433
2014,Congo,"Pointe Noire : Point",45,48,,23,167,10,,293,34,74,,37,396,8,,549,842
2014,Congo,"Pool : Departement",30,96,,80,139,*,,347,39,98,,68,289,*,,497,844
2014,Congo,"Sangha : Departement",36,155,,148,249,8,,596,33,155,,149,447,6,,790,1386
2014,Congo,"Tchiamba-Nza : Point",*,6,,5,25,*,,38,*,6,,5,25,,,37,75
2014,Colombia,Arauca,*,*,,*,*,,,5,*,*,,,*,,,5,10
2014,Colombia,"Barcelona : Point",,,,,,,,*,,,,,*,,,*,*
2014,Colombia,Barranquilla,,,,,*,,,*,,,,,,,,*,*
2014,Colombia,"Bogota : Capital district",6,*,,*,38,10,,62,5,*,,5,121,15,,148,210
2014,Colombia,"Buenaventura : Point",,,,,,,,*,,,,,*,,,*,*
2014,Colombia,"Cali : Point",,*,,*,*,,,5,,*,,,5,*,,8,13
2014,Colombia,"Cartagena : Point",,,,,*,*,,*,,,,,9,,,9,11
2014,Colombia,"CÃºcuta : Point",*,*,,*,*,,,7,*,,,*,17,*,,22,29
2014,Colombia,"Colombia : Dispersed in the country / territory",,,,,,,3082517,3082517,,,,,,,2961634,2961634,6044164
2014,Colombia,"Duitama : Point",,,,,*,,,*,,,,,*,,,*,*
2014,Colombia,"IbaguÃ© : Point",,,,,*,,,*,,,,,*,,,*,*
2014,Colombia,"Leticia : Municipality",,,,,,,,*,,,,,*,,,*,*
2014,Colombia,"Maicao : Point",,,,,*,,,*,*,,,,,,,*,*
2014,Colombia,"MedellÃ­n : Point",,,,,*,*,,*,*,,,,13,,,14,16
2014,Colombia,Pasto,,,,,,,,*,,,,,*,,,*,*
2014,Colombia,"Pereira : Municipality",,,,,*,,,*,,*,,,*,,,*,5
2014,Colombia,"San Andres Islas : Department",,,,,*,,,*,,,,,*,,,*,*
2014,Colombia,"TuluÃ¡ : Point",,,,,,,,*,,,,,*,,,*,*
2014,Colombia,"Tumaco : Municipality",,*,,,*,,,*,,*,,,,,,*,*
2014,Colombia,Turbo,,,,,11,,,11,,,,,60,,,60,71
2014,"Cabo Verde","Cabo Verde : Dispersed in the country/territory",,,,,,,,*,,,,,,,,*,115
